Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PS/G ?
337,Jameer Nelson,PG,35,TOT,50,0,20.3,1.9,4.9,0.389,0.8,2.5,0.331,1.1,2.4,0.45,0.473,0.3,0.4,0.8,0.3,1.8,2.1,3.6,0.5,0.1,1.3,1.6,4.9
338,Ramon Sessions,PG,31,TOT,20,3,15.1,1.6,4.8,0.323,0.3,1.1,0.286,1.3,3.8,0.333,0.354,1.5,1.9,0.763,0.2,1.2,1.4,2.6,0.6,0.1,1.2,1.3,4.9
339,Corey Brewer,SF,31,TOT,63,9,15.1,1.8,3.9,0.456,0.3,1.2,0.273,1.5,2.7,0.538,0.498,0.9,1.2,0.757,0.4,1.4,1.9,0.9,1,0.2,0.7,1.8,4.8
340,Tyler Cavanaugh,PF,23,ATL,35,1,13.7,1.7,3.9,0.445,0.8,2.3,0.354,0.9,1.6,0.582,0.551,0.5,0.6,0.81,1.1,2.1,3.3,0.8,0.3,0.1,0.3,1.7,4.8
341,Channing Frye,C,34,TOT,45,1,12.4,1.9,3.8,0.5,0.7,2,0.341,1.2,1.8,0.684,0.591,0.3,0.3,0.933,0.2,2.2,2.4,0.6,0.4,0.3,0.4,1.2,4.8
342,Johnny O'Bryant,PF,24,CHO,36,0,10.5,1.9,4.8,0.398,0.4,1.2,0.326,1.5,3.6,0.422,0.439,0.6,0.7,0.84,0.8,1.8,2.6,0.4,0.2,0.2,0.4,1.3,4.8
343,Travis Wear,SF,27,LAL,10,0,12.1,1.6,4.2,0.381,1.2,3,0.4,0.4,1.2,0.333,0.524,0.4,0.4,1,0,2.2,2.2,0.2,0.1,0.4,0.4,2.1,4.8
344,Alex Abrines,SG,24,OKC,67,8,15.1,1.6,3.9,0.394,1.1,2.9,0.383,0.4,1,0.426,0.536,0.5,0.6,0.872,0.4,1.2,1.6,0.4,0.5,0.1,0.4,1.6,4.7
345,Tony Allen,SF,36,NOP,22,0,12.4,2,4.1,0.484,0.2,0.5,0.333,1.8,3.6,0.506,0.505,0.5,1,0.524,0.9,1.2,2.1,0.4,0.5,0.1,0.9,2.2,4.7
346,Jordan Bell,C,23,GSW,46,11,14.2,2,3.2,0.644,0,0.1,0,2,3.1,0.657,0.644,0.6,0.8,0.692,1.1,2.6,3.6,1.8,0.7,1,0.9,1.8,4.7
347,Cheick Diallo,PF,21,NOP,43,0,10.6,1.9,3.4,0.562,0,0,,1.9,3.4,0.562,0.562,0.9,1.2,0.784,0.8,3,3.8,0.3,0.2,0.4,0.5,1.4,4.7
348,Jaylen Morris,SG,22,ATL,6,0,16.3,2.2,5.2,0.419,0.3,1.5,0.222,1.8,3.7,0.5,0.452,0,0,,0.3,2.3,2.7,1.2,0.3,0.2,1,0.3,4.7
349,Royce O'Neale,SF,24,UTA,59,3,15.7,1.6,4.1,0.394,0.6,1.7,0.343,1,2.4,0.432,0.467,0.9,1.2,0.809,0.4,2.8,3.2,1.3,0.5,0.2,0.8,1.4,4.7
350,Michael Carter-Williams,PG,26,CHO,52,2,16.1,1.5,4.4,0.332,0.3,1.1,0.237,1.2,3.3,0.365,0.362,1.4,1.7,0.82,0.7,1.9,2.7,2.2,0.8,0.4,1,1.9,4.6
351,Torrey Craig,SF,27,DEN,29,4,16,1.7,3.7,0.463,0.4,1.5,0.302,1.3,2.2,0.569,0.523,0.7,1.1,0.645,1,2.1,3.1,0.6,0.3,0.2,0.4,1.5,4.6
352,Danuel House,SG,24,PHO,16,0,12.1,1.6,4.2,0.373,0.5,1.9,0.258,1.1,2.3,0.472,0.433,1,1.2,0.842,0.6,1.8,2.3,0.5,0.3,0.1,0.3,0.9,4.6
353,Raul Neto,PG,25,UTA,39,0,12.3,1.7,3.8,0.456,0.5,1.2,0.413,1.2,2.6,0.475,0.52,0.7,0.8,0.788,0.2,1,1.2,1.8,0.3,0.1,0.8,0.9,4.6
354,Willie Reed,C,27,TOT,42,5,10.2,1.9,2.9,0.669,0,0,0.5,1.9,2.8,0.672,0.674,0.8,1.3,0.582,0.8,2,2.9,0.2,0.2,0.5,0.5,1.3,4.6
355,Treveon Graham,SG,24,CHO,60,2,16.8,1.6,3.6,0.435,0.7,1.6,0.406,0.9,2,0.458,0.525,0.7,1,0.719,0.6,1.3,1.9,0.9,0.5,0,0.5,1.7,4.5
356,Marcus Paige,PG,24,CHO,2,0,7.5,1.5,4,0.375,0.5,1.5,0.333,1,2.5,0.4,0.438,1,1,1,0,1.5,1.5,1,0,0,0,0,4.5
357,JaKarr Sampson,SF,24,SAC,15,3,15.1,1.9,2.9,0.659,0.3,0.5,0.714,1.6,2.5,0.649,0.716,0.3,0.5,0.625,0.9,2.7,3.6,0.5,0.4,0.9,0.4,2.5,4.5
358,Noah Vonleh,PF,22,TOT,47,14,15.4,1.8,3.9,0.454,0.3,1,0.34,1.4,2.9,0.493,0.497,0.7,1,0.66,1.2,4.3,5.4,0.6,0.2,0.3,0.5,1.2,4.5
359,Sterling Brown,SG,22,MIL,46,3,14.9,1.7,3.9,0.425,0.7,1.7,0.385,1,2.2,0.456,0.508,0.4,0.5,0.864,0.5,2.3,2.8,0.5,0.7,0.2,0.5,1.5,4.4
360,Zach Collins,C,20,POR,55,1,15.5,1.7,4.3,0.402,0.5,1.6,0.341,1.2,2.7,0.438,0.466,0.4,0.6,0.629,0.7,2.7,3.4,0.7,0.3,0.5,0.9,2.1,4.4
361,Matthew Dellavedova,PG,27,MIL,37,3,19,1.5,4,0.369,0.8,2.1,0.377,0.7,1.9,0.361,0.466,0.6,0.7,0.92,0.4,1.4,1.7,3.8,0.4,0,1.3,1.8,4.4
362,Amir Johnson,C,30,PHI,64,10,15.1,1.8,3.3,0.538,0.1,0.4,0.308,1.7,2.9,0.57,0.557,0.7,1.2,0.584,1.7,2.6,4.3,1.3,0.6,0.6,0.8,2.5,4.4
363,Sean Kilpatrick,SG,28,TOT,43,0,9.9,1.5,4.3,0.339,0.6,2.2,0.284,0.8,2.1,0.396,0.411,0.9,0.9,0.95,0,1.4,1.4,0.8,0.2,0,0.6,0.6,4.4
364,Ivan Rabb,PF,20,MEM,29,1,11.7,1.9,3.3,0.589,0,0,,1.9,3.3,0.589,0.589,0.6,0.8,0.773,1.2,2.1,3.4,0.8,0.3,0.2,0.9,1.3,4.4
365,Iman Shumpert,SG,27,CLE,14,6,19.7,1.6,4.1,0.379,0.5,1.9,0.269,1.1,2.3,0.469,0.44,0.8,1.1,0.733,0.5,2.4,2.9,1.2,0.6,0.3,1.2,1.6,4.4
366,Joffrey Lauvergne,C,26,SAS,50,1,10.1,1.9,3.6,0.52,0,0.1,0,1.9,3.5,0.534,0.52,0.6,0.9,0.651,1.2,2.1,3.3,0.8,0.2,0.1,0.6,0.9,4.3
367,JaVale McGee,C,30,GSW,55,13,9.2,1.9,2.9,0.638,0,0.1,0,1.9,2.8,0.662,0.638,0.6,0.8,0.773,0.7,1.7,2.3,0.5,0.3,0.9,0.4,1.4,4.3
368,Nerlens Noel,C,23,DAL,26,6,14.7,1.8,3.5,0.511,0,0,0,1.8,3.4,0.517,0.511,0.8,1,0.769,1.7,3.4,5,0.6,1,0.7,0.8,2,4.3
369,Miles Plumlee,C,29,ATL,48,34,16.6,1.9,3.4,0.574,0,0,,1.9,3.4,0.574,0.574,0.5,1,0.44,1.3,2.6,4,0.8,0.3,0.6,1.2,1.5,4.3
370,Willy Hernangomez,C,23,TOT,39,1,8.8,1.7,3.1,0.545,0.1,0.2,0.333,1.6,2.9,0.563,0.558,0.7,1.4,0.528,1,1.9,2.9,0.6,0.3,0.3,0.8,1.2,4.2
371,Adreian Payne,PF,26,ORL,5,0,8.6,1.4,2,0.7,0.4,0.6,0.667,1,1.4,0.714,0.8,1,1.2,0.833,0.4,1.4,1.8,0,0.4,0,0.4,1.2,4.2
372,Jose Calderon,PG,36,CLE,48,27,15.6,1.5,2.9,0.504,0.8,1.6,0.474,0.7,1.4,0.538,0.631,0.4,0.5,0.769,0.2,1.3,1.5,2.1,0.5,0,0.7,1.4,4.1
373,Sam Dekker,PF,23,LAC,64,1,12.3,1.7,3.6,0.478,0.1,0.9,0.155,1.6,2.7,0.586,0.498,0.5,0.8,0.694,0.6,1.7,2.3,0.5,0.3,0.1,0.4,1,4.1
374,Nik Stauskas,SG,24,TOT,35,0,12.2,1.3,3.4,0.383,0.9,2.3,0.407,0.4,1.1,0.333,0.521,0.5,0.6,0.773,0.1,1.4,1.5,0.8,0.2,0.1,0.6,0.5,4.1
375,Paul Zipser,SF,23,CHI,53,12,15.2,1.5,4.4,0.349,0.7,2.1,0.339,0.8,2.3,0.358,0.429,0.4,0.5,0.731,0.2,2.2,2.5,0.8,0.4,0.3,0.8,1.6,4.1
376,Dorian Finney-Smith,PF,24,DAL,13,5,15.8,1.5,3.5,0.422,0.7,2.2,0.321,0.8,1.3,0.588,0.522,0.4,0.5,0.714,0.8,1.9,2.8,0.8,0.2,0.2,0.8,2,4
377,Isaiah Hicks,PF,23,NYK,10,0,13.3,1.7,3.7,0.459,0.1,0.6,0.167,1.6,3.1,0.516,0.473,0.5,0.8,0.625,0.6,1.7,2.3,0.4,0.2,0.2,0.9,2.7,4
378,Shane Larkin,PG,25,BOS,46,1,12.6,1.4,3.6,0.4,0.6,1.5,0.382,0.9,2.1,0.412,0.479,0.6,0.6,0.897,0.2,1.1,1.3,1.3,0.5,0,0.6,1,4
379,Timofey Mozgov,C,31,BRK,28,14,12.1,1.6,3,0.529,0.1,0.6,0.222,1.5,2.4,0.612,0.553,0.7,0.9,0.76,1,2.1,3.1,0.3,0.2,0.4,1.1,1.3,4
380,Shabazz Muhammad,SF-SG,25,TOT,36,2,9.3,1.6,3.8,0.42,0.1,0.5,0.211,1.5,3.3,0.454,0.435,0.7,0.9,0.706,0.5,1,1.5,0.3,0.2,0.1,0.2,0.7,4
381,Lance Thomas,PF,29,NYK,65,26,18.5,1.4,3.5,0.389,0.7,1.7,0.394,0.7,1.8,0.383,0.483,0.6,0.7,0.851,0.6,1.8,2.4,0.6,0.4,0.2,0.6,1.8,4
382,Jordan Mickey,PF,23,MIA,21,2,12.1,1.6,3.4,0.472,0,0.6,0.077,1.6,2.8,0.559,0.479,0.5,0.8,0.688,0.8,2.8,3.6,0.4,0.2,0.4,0.8,1.6,3.8
383,Patrick Patterson,PF,28,OKC,73,3,15.8,1.3,3.3,0.385,0.8,2.1,0.368,0.5,1.2,0.414,0.502,0.5,0.6,0.86,0.4,2,2.4,0.7,0.6,0.3,0.4,1.1,3.8
384,Joe Young,PG,25,IND,50,1,10.4,1.5,3.4,0.433,0.4,1.2,0.367,1,2.2,0.468,0.497,0.4,0.6,0.759,0.2,1,1.2,0.7,0.3,0,0.5,0.7,3.8
385,Kay Felder,PG,22,TOT,15,0,9.1,1.3,4.5,0.294,0.3,1.3,0.211,1.1,3.3,0.327,0.324,0.7,0.8,0.917,0.1,0.9,1,1.3,0.2,0.1,1.1,0.7,3.7
386,Patrick McCaw,SG,22,GSW,52,6,15.8,1.5,3.5,0.431,0.3,1.3,0.242,1.2,2.2,0.539,0.475,0.4,0.5,0.704,0.3,1.1,1.4,1.4,0.8,0.2,0.7,1.1,3.7
387,Tarik Black,C,26,HOU,42,1,10.3,1.5,2.6,0.587,0,0.2,0,1.5,2.4,0.634,0.587,0.5,1.2,0.46,1.3,1.7,3,0.2,0.4,0.6,0.7,2.2,3.6
388,Johnathan Motley,PF,22,DAL,5,0,6,1.4,2.2,0.636,0,0,,1.4,2.2,0.636,0.636,0.8,2.2,0.364,0.4,2.2,2.6,0.4,0,0.4,0.6,0.4,3.6
389,Cedi Osman,SF,22,CLE,54,9,10.5,1.4,2.8,0.51,0.5,1.2,0.391,0.9,1.6,0.6,0.594,0.4,0.6,0.576,0.3,1.6,1.9,0.5,0.3,0.1,0.5,1.3,3.6
390,Sindarius Thornwell,SG,23,LAC,62,15,15.1,1.3,2.9,0.431,0.3,0.8,0.346,1,2.1,0.465,0.481,0.8,1.1,0.704,0.4,1.3,1.7,0.7,0.7,0.3,0.7,1.6,3.6
391,Ante Zizic,C,21,CLE,25,2,7,1.5,2.2,0.704,0,0,,1.5,2.2,0.704,0.704,0.6,0.8,0.75,0.8,1.2,2,0.2,0,0.5,0.4,1,3.6
392,Kevon Looney,C,21,GSW,56,1,12,1.5,2.5,0.586,0,0,0,1.5,2.5,0.594,0.586,0.6,1.1,0.5,1.2,1.7,2.9,0.5,0.4,0.7,0.4,1.5,3.5
393,Salah Mejri,C,31,DAL,58,1,11.8,1.5,2.2,0.659,0,0.1,0,1.5,2.2,0.675,0.659,0.6,1,0.569,1.4,2.7,4.1,0.5,0.4,1.1,0.6,2,3.5
394,Wesley Iwundu,SF,23,ORL,54,4,14.9,1.4,3.1,0.444,0.1,0.6,0.2,1.3,2.6,0.496,0.462,0.5,0.7,0.778,0.5,1.6,2.1,0.9,0.5,0.2,0.4,1.2,3.4
395,"Walt Lemon, Jr.",PG,25,NOP,5,0,7,1.4,3.2,0.438,0.2,0.2,1,1.2,3,0.4,0.469,0.4,0.6,0.667,0,0.4,0.4,1,0,0.2,0.8,1,3.4
396,Malachi Richardson,SG,22,TOT,26,4,12.5,1.2,3.5,0.333,0.5,1.5,0.3,0.7,1.9,0.36,0.4,0.7,0.8,0.773,0.2,1.1,1.3,0.5,0.4,0,0.4,1,3.4
397,Jason Smith,C,31,WAS,28,2,8.8,1.4,3.6,0.38,0.1,1,0.143,1.2,2.6,0.472,0.4,0.5,0.6,0.882,0.6,1,1.6,0.5,0.1,0.4,0.5,1.4,3.4
398,Arron Afflalo,SG,32,ORL,49,3,13,1.2,3.1,0.393,0.5,1.3,0.381,0.7,1.8,0.402,0.473,0.4,0.5,0.846,0.1,1.2,1.3,0.6,0.1,0.2,0.4,1.1,3.3
399,Juan Hernangomez,PF,22,DEN,22,3,11.4,1.2,3,0.388,0.5,1.9,0.262,0.7,1.1,0.6,0.47,0.5,0.5,0.833,0.8,1.6,2.4,0.4,0.3,0.1,0.4,0.9,3.3
400,Jalen Jones,SF,24,TOT,11,0,8.8,1.2,2.9,0.406,0.4,0.8,0.444,0.8,2.1,0.391,0.469,0.5,0.7,0.75,0.7,1.5,2.2,0.2,0.2,0,0.3,1.2,3.3
401,Meyers Leonard,C,25,POR,27,2,7.6,1.3,2.3,0.581,0.3,0.8,0.429,1,1.5,0.659,0.653,0.3,0.4,0.8,0.4,1.7,2,0.5,0.2,0,0.3,1,3.3
402,Monte Morris,PG,22,DEN,3,0,8.3,1.3,2,0.667,0,0.3,0,1.3,1.7,0.8,0.667,0.7,0.7,1,0,0.7,0.7,2.3,1,0,0.3,0.3,3.3
403,Okaro White,PF,25,MIA,6,4,13.3,1.2,2.7,0.438,0.7,1.8,0.364,0.5,0.8,0.6,0.563,0.3,0.5,0.667,0.5,1.3,1.8,0.3,0.2,0.2,0.2,1,3.3
404,Malik Beasley,SG,21,DEN,59,0,9.7,1.2,3,0.403,0.4,1.4,0.325,0.8,1.6,0.469,0.477,0.3,0.5,0.69,0.2,1,1.2,0.5,0.3,0.1,0.4,0.6,3.2
405,Jared Dudley,PF,32,PHO,41,0,14.1,1,2.5,0.396,0.7,1.7,0.397,0.3,0.8,0.394,0.53,0.6,0.7,0.828,0.2,1.7,1.9,1.7,0.5,0.2,0.6,1.8,3.2
406,Abdel Nader,SF,24,BOS,37,0,10.5,1,3,0.345,0.6,1.5,0.375,0.5,1.5,0.315,0.441,0.5,0.9,0.606,0.3,1.2,1.5,0.6,0.3,0.2,0.7,1,3.2
407,Derrick White,PG,23,SAS,17,0,8.2,0.9,1.9,0.485,0.5,0.8,0.615,0.5,1.2,0.4,0.606,0.8,1.2,0.7,0.3,1.2,1.5,0.5,0.2,0.2,0.4,0.5,3.2
408,Khem Birch,C,25,ORL,32,0,12.6,1.3,2.5,0.506,0,0,,1.3,2.5,0.506,0.506,0.6,1,0.625,1.4,2.2,3.6,0.7,0.3,0.4,0.5,1.3,3.1
409,Tyler Ennis,PG,23,LAL,43,11,10.5,1.3,3.2,0.396,0.2,0.9,0.243,1.1,2.4,0.451,0.428,0.3,0.5,0.7,0.3,1.2,1.4,1.5,0.4,0.1,0.5,1.3,3.1
410,Tim Frazier,PG,27,WAS,53,11,14.8,1.2,3,0.398,0.3,1,0.296,0.9,2,0.449,0.447,0.4,0.5,0.786,0.3,1.7,2,3.5,0.8,0.1,1,1.7,3.1
411,Ivica Zubac,C,20,LAL,32,0,7.7,1.2,2.3,0.507,0,0,,1.2,2.3,0.507,0.507,0.8,1,0.781,0.8,1.4,2.1,0.3,0.1,0.2,0.6,0.9,3.1
412,Dwayne Bacon,SG,22,CHO,49,6,12.5,1.2,3.3,0.374,0.2,0.8,0.282,1,2.5,0.403,0.408,0.3,0.4,0.762,0.1,2.2,2.3,0.6,0.3,0,0.4,0.8,3
413,Milton Doyle,SG,24,BRK,6,0,10.5,1.2,4.2,0.28,0.3,2.2,0.154,0.8,2,0.417,0.32,0.3,0.5,0.667,0.3,1.2,1.5,0.7,0.3,0.2,0.3,0.5,3
414,Terrance Ferguson,SG,19,OKC,55,12,12.3,1.1,2.7,0.416,0.6,1.8,0.32,0.5,0.9,0.612,0.523,0.1,0.1,0.875,0.3,0.4,0.7,0.3,0.4,0.2,0.2,1.4,3
415,Derrick Jones,SF,20,TOT,17,8,13.6,1.1,2.8,0.383,0.1,0.9,0.125,0.9,1.8,0.516,0.404,0.8,1.2,0.65,1.1,0.8,1.9,0.5,0.2,0.8,0.4,1.4,3
416,Naz Mitrou-Long,SG,24,UTA,1,0,1,1,1,1,1,1,1,0,0,,1.5,0,0,,0,0,0,0,0,0,0,0,3
417,Jason Terry,SG,40,MIL,40,2,14.6,1.1,2.8,0.378,0.7,2.1,0.341,0.4,0.7,0.483,0.505,0.2,0.2,1,0.1,0.9,0.9,1.1,0.6,0.3,0.5,1,3
418,Gian Clavell,SG,24,DAL,7,0,9.1,0.9,2.6,0.333,0.9,2.1,0.4,0,0.4,0,0.5,0.3,0.3,1,0.1,0.9,1,0.4,0.3,0,0.3,1.1,2.9
419,Damyean Dotson,SG,23,NYK,38,2,8.6,1.2,2.8,0.415,0.4,1.2,0.311,0.8,1.6,0.492,0.481,0.3,0.4,0.714,0.2,1.2,1.4,0.6,0.2,0,0.3,0.6,2.9
420,T.J. Leaf,PF,20,IND,49,0,8.7,1.2,2.5,0.471,0.4,0.8,0.462,0.8,1.7,0.476,0.545,0.2,0.2,0.667,0.5,1,1.6,0.2,0.1,0.1,0.2,0.9,2.9
421,Glenn Robinson,SF,24,IND,13,0,13.5,1.2,3.1,0.375,0.2,0.9,0.167,1,2.2,0.464,0.4,0.5,0.5,0.857,0.4,0.7,1.1,0.8,0.6,0.1,0.2,0.8,2.9
422,Darrell Arthur,PF,29,DEN,19,1,7.4,1.2,2.5,0.468,0.4,1.2,0.348,0.7,1.3,0.583,0.553,0.1,0.2,0.667,0.2,0.6,0.8,0.5,0.4,0.2,0.8,1.2,2.8
423,Ekpe Udoh,C,30,UTA,57,3,13.6,1,2,0.509,0,0,0,1,2,0.513,0.509,0.7,0.9,0.759,1.1,1.4,2.5,0.9,0.7,1.2,0.3,1.7,2.8
424,Briante Weber,PG,25,TOT,18,0,13.2,1.1,2.4,0.442,0.2,0.6,0.364,0.8,1.8,0.469,0.488,0.4,0.6,0.8,0.4,1.5,1.9,1.2,1,0.3,0.8,1.6,2.8
425,James Young,SG,22,PHI,6,0,10.2,0.8,2.3,0.357,0.5,1.7,0.3,0.3,0.7,0.5,0.464,0.7,1,0.667,0,0.3,0.3,0.3,0,0,0.2,0.7,2.8
426,Alex Caruso,PG,23,LAL,28,0,13.1,1.1,2.4,0.448,0.2,0.8,0.227,0.9,1.6,0.556,0.485,0.4,0.6,0.688,0.3,1,1.3,1.7,0.6,0.3,0.9,1.2,2.7
427,Kyle Collinsworth,SF,26,DAL,25,1,13.4,1,2.5,0.397,0.2,0.4,0.364,0.8,2.1,0.404,0.429,0.5,1,0.5,1,2,3,1.3,0.6,0.2,0.7,1.4,2.7
428,James Michael McAdoo,PF,25,PHI,3,0,6,0.7,2.3,0.286,0.7,2.3,0.286,0,0,,0.429,0.7,0.7,1,0,0.7,0.7,0,0,0.3,0.3,0.3,2.7
429,Bobby Brown,PG,33,HOU,20,0,5.8,1,2.9,0.328,0.6,2,0.275,0.4,0.9,0.444,0.422,0.1,0.1,0.5,0,0.4,0.4,0.6,0.2,0,0.5,0.3,2.5
430,Henry Ellenson,PF,21,DET,29,0,6.1,1,3,0.326,0.3,1.2,0.286,0.6,1.8,0.353,0.384,0.2,0.3,0.7,0.2,1.4,1.7,0.4,0.1,0,0.4,0.4,2.5
431,Malcolm Miller,SF,24,TOR,15,4,8.4,0.9,1.9,0.464,0.5,1.4,0.381,0.3,0.5,0.714,0.607,0.3,0.3,1,0.3,0.7,1,0.2,0.1,0.1,0.3,0.7,2.5
432,Lucas Nogueira,C,25,TOR,43,2,8.5,1,1.6,0.623,0.1,0.4,0.25,0.9,1.2,0.736,0.652,0.4,0.6,0.692,0.4,1.5,1.9,0.4,0.4,0.8,0.3,1,2.5
433,Davon Reed,SG,22,PHO,13,0,9.8,0.9,3.2,0.293,0.5,1.5,0.316,0.5,1.7,0.273,0.366,0.2,0.3,0.75,0.2,1.5,1.7,0.5,0.2,0.1,0.4,0.7,2.5
434,Ron Baker,SG,24,NYK,29,1,13.3,0.7,2,0.339,0.4,1.1,0.333,0.3,0.9,0.346,0.432,0.7,0.9,0.769,0.2,0.9,1,1.6,0.9,0.2,0.6,1.1,2.4
435,Daniel Hamilton,SG,22,OKC,5,0,5.2,1,2.2,0.455,0.4,1,0.4,0.6,1.2,0.5,0.545,0,0,,0,1,1,1.4,0.2,0,0.4,0,2.4
436,Brice Johnson,PF,23,TOT,18,0,5.4,1.1,2.3,0.476,0,0.1,0,1.1,2.3,0.488,0.476,0.2,0.3,0.6,0.5,1.2,1.7,0.1,0.5,0.3,0.3,0.7,2.4
437,Josh Magette,PG,28,ATL,14,0,9.7,0.7,2,0.357,0.4,0.9,0.417,0.4,1.1,0.313,0.446,0.6,0.6,1,0.1,0.8,0.9,2.9,0.3,0,0.4,0.6,2.4
438,Chris McCullough,PF,22,WAS,19,0,4.7,0.9,2.2,0.429,0.1,0.4,0.125,0.9,1.8,0.5,0.44,0.5,0.7,0.643,0.4,0.9,1.3,0.2,0,0.3,0.1,0.4,2.4
439,Nick Collison,PF,37,OKC,13,0,5.5,1,1.5,0.684,0,0,,1,1.5,0.684,0.684,0.3,0.6,0.5,0.5,1,1.5,0.3,0,0,0.5,0.5,2.3
440,Nigel Hayes,SF,23,TOT,4,0,4.3,0.8,1.3,0.6,0.5,1,0.5,0.3,0.3,1,0.8,0.3,0.3,1,0,0,0,0.5,0,0,0.3,0,2.3
441,Josh Huestis,PF,26,OKC,66,10,14.7,0.9,2.7,0.33,0.5,1.7,0.283,0.4,1,0.409,0.419,0.1,0.3,0.278,0.6,1.8,2.4,0.3,0.2,0.7,0.4,1.2,2.3
442,Semi Ojeleye,PF,23,BOS,62,0,14.6,0.7,2.4,0.297,0.5,1.7,0.29,0.2,0.7,0.317,0.402,0.4,0.5,0.647,0.5,1.5,2,0.3,0.3,0,0.3,1.2,2.3
443,Brandon Paul,SG,26,SAS,59,2,9.2,0.8,2,0.422,0.2,0.9,0.275,0.6,1.1,0.538,0.483,0.4,0.6,0.568,0.1,1,1.1,0.6,0.4,0.1,0.5,0.9,2.3
444,Rashad Vaughn,SG,21,TOT,28,0,7.6,0.8,2,0.411,0.5,1.3,0.378,0.3,0.7,0.474,0.536,0.1,0.2,0.667,0.1,0.6,0.8,0.5,0.2,0.1,0.2,0.5,2.3
445,Gary Payton,PG,25,TOT,18,6,8.1,1,2.6,0.383,0.1,0.8,0.133,0.9,1.8,0.5,0.404,0.1,0.2,0.667,0.4,0.8,1.3,0.7,0.2,0.2,0.2,1.3,2.2
446,Georgios Papagiannis,C,20,SAC,16,0,7.4,1.1,2.6,0.415,0,0,,1.1,2.6,0.415,0.415,0,0,,0.8,1.5,2.3,0.6,0.1,0.4,0.5,0.8,2.1
447,Alec Peters,PF,22,PHO,13,0,8.5,0.7,2.8,0.25,0.5,2.4,0.194,0.2,0.4,0.6,0.333,0.2,0.2,1,0.3,1.2,1.5,0.6,0,0.2,0.1,0.2,2.1
448,Bruno Caboclo,SF,22,TOT,8,0,8.4,0.8,2.8,0.273,0.1,1.5,0.083,0.6,1.3,0.5,0.295,0.4,0.5,0.75,0.8,1.1,1.9,0.5,0.4,0.3,0.1,1,2
449,Luol Deng,SF,32,LAL,1,1,13,1,2,0.5,0,0,,1,2,0.5,0.5,0,0,,0,0,0,1,1,0,1,0,2
450,Gordon Hayward,SF,27,BOS,1,1,5,1,2,0.5,0,1,0,1,1,1,0.5,0,0,,0,1,1,0,0,0,0,1,2
451,Mangok Mathiang,C,25,CHO,4,0,5,1,1.8,0.571,0,0,,1,1.8,0.571,0.571,0,0.3,0,0.8,1.8,2.5,0,0.3,0,0,1.3,2
452,Marshall Plumlee,C,25,MIL,7,0,6.4,0.1,0.4,0.333,0,0,,0.1,0.4,0.333,0.333,1.7,2.3,0.75,0.6,1.7,2.3,0.3,0,0.1,0.4,1.1,2
453,Quincy Pondexter,SF,29,CHI,23,1,8.5,0.6,2.1,0.286,0.1,1,0.136,0.5,1.2,0.407,0.316,0.6,0.7,0.824,0.3,0.8,1.2,0.4,0.3,0.1,0.5,1,2
454,Caleb Swanigan,PF,20,POR,21,3,7,0.8,2.2,0.37,0,0.3,0.167,0.8,1.9,0.4,0.38,0.4,0.6,0.615,0.7,1.1,1.8,0.5,0.2,0.1,0.6,1.3,2
455,Aaron Brooks,PG,33,MIN,29,1,5.5,0.8,1.8,0.431,0.2,0.7,0.333,0.5,1,0.5,0.5,0.1,0.2,0.667,0.2,0.3,0.4,0.6,0.2,0,0.3,0.7,1.9
456,John Holland,SF,29,CLE,17,0,7.3,0.6,2.1,0.306,0.4,1.4,0.304,0.2,0.8,0.308,0.403,0.2,0.4,0.667,0.2,0.8,1.1,0.2,0.4,0.1,0.2,0.4,1.9
457,Dakari Johnson,C,22,OKC,29,6,5.5,0.8,1.3,0.564,0,0,,0.8,1.3,0.564,0.564,0.4,0.7,0.55,0.6,0.6,1.2,0.3,0.2,0.3,0.1,0.9,1.9
458,DeAndre Liggins,SG,29,TOT,53,3,12.8,0.8,1.8,0.412,0.4,0.9,0.38,0.4,0.9,0.447,0.51,0,0.1,0.4,0.1,1.2,1.3,0.8,0.7,0.2,0.4,1.5,1.9
459,Kyle Singler,SF,29,OKC,12,0,4.9,0.6,1.8,0.333,0.2,0.4,0.4,0.4,1.3,0.313,0.381,0.6,1.1,0.538,0.1,0.8,0.8,0.2,0.1,0,0.3,0.3,1.9
460,Derrick Walton,PG,22,MIA,15,0,9.5,0.5,1.6,0.333,0.5,1.1,0.412,0.1,0.5,0.143,0.479,0.4,0.4,1,0.1,0.9,1.1,1,0.4,0.2,0.1,0.4,1.9
461,Jamel Artis,SG,25,ORL,6,0,11.2,0.8,3.2,0.263,0,0.8,0,0.8,2.3,0.357,0.263,0.2,0.5,0.333,0.2,1.5,1.7,1.3,0,0,0,0.2,1.8
462,Eric Moreland,PF,26,DET,57,1,11.5,0.8,1.6,0.527,0,0,,0.8,1.6,0.527,0.527,0.2,0.4,0.375,1.1,2.7,3.9,1.1,0.4,0.7,0.6,1.6,1.8
463,Guerschon Yabusele,PF,22,BOS,25,1,5.4,0.6,1.4,0.417,0.3,0.9,0.348,0.3,0.5,0.538,0.528,0.3,0.4,0.636,0.5,0.9,1.4,0.4,0.1,0.1,0.3,0.6,1.8
